序號,英文名稱,中文名稱,來源網站
24917,tender award,決標,https://terms.naer.edu.tw/
24918,tender bond certificate,押標金證明書,https://terms.naer.edu.tw/
24919,tender cancel,標案取消,https://terms.naer.edu.tw/
24920,tender documentation,招標文件,https://terms.naer.edu.tw/
24921,tender failure,流標,https://terms.naer.edu.tw/
24922,tender locomotive,煤水機車,https://terms.naer.edu.tw/
24923,tender negotiation,議價,https://terms.naer.edu.tw/
24924,tender opening,開標,https://terms.naer.edu.tw/
24925,tender postpone,投標展延；開標展延,https://terms.naer.edu.tw/
24926,tender supplemental information list,工程投標附件清單,https://terms.naer.edu.tw/
24927,tenderer,投標廠商；投標人,https://terms.naer.edu.tw/
24928,tenderer's declaration form,投標廠商聲明書,https://terms.naer.edu.tw/
24929,tenderer's prequalification,投標廠商資格審查,https://terms.naer.edu.tw/
24930,tendering document,招標文件,https://terms.naer.edu.tw/
24931,tendering envelope,投標封套{投標用},https://terms.naer.edu.tw/
24932,tendering form,投標書,https://terms.naer.edu.tw/
24933,tendon,鋼腱；腱,https://terms.naer.edu.tw/
24934,tendon coupler,[鋼]腱續接器,https://terms.naer.edu.tw/
24935,tendon duct,鋼腱套管,https://terms.naer.edu.tw/
24936,tendon profile,鋼腱縱斷面配置圖；鋼腱線型,https://terms.naer.edu.tw/
24937,tenement building,出租建物,https://terms.naer.edu.tw/
24938,tenement dwelling,出租住宅,https://terms.naer.edu.tw/
24939,tenement flat,平價住宅樓層,https://terms.naer.edu.tw/
24940,tenement unit,平價住宅單元,https://terms.naer.edu.tw/
24941,tenon joint,榫接頭,https://terms.naer.edu.tw/
24942,tensile,張力,https://terms.naer.edu.tw/
24943,tensile compliance,拉力順應模數；拉力柔度,https://terms.naer.edu.tw/
24944,tensile creep compliance,拉力潛變順應模數；拉力潛變柔度,https://terms.naer.edu.tw/
24945,tensile field action,張力區效應,https://terms.naer.edu.tw/
24946,tensile load,拉力載重；張力載重,https://terms.naer.edu.tw/
24947,tensile modulus,拉力模數,https://terms.naer.edu.tw/
24948,tensile strain capacity,最大拉應變容量,https://terms.naer.edu.tw/
24949,tensile stress,拉應力；張應力,https://terms.naer.edu.tw/
24950,tensile test curve,拉力試驗曲線；張力試驗曲線,https://terms.naer.edu.tw/
24951,tension,拉力；張力,https://terms.naer.edu.tw/
24952,tension bar,拉力筋,https://terms.naer.edu.tw/
24953,tension carriage,拉力臺架,https://terms.naer.edu.tw/
24954,tension correction in tape,捲尺拉力改正,https://terms.naer.edu.tw/
24955,tension crack of slide slope,滑坡張裂縫,https://terms.naer.edu.tw/
24956,tension flange,抗拉翼緣,https://terms.naer.edu.tw/
24957,tension force,拉力；張力,https://terms.naer.edu.tw/
24958,tension handle,拉力計,https://terms.naer.edu.tw/
24959,tension member,拉力構材；受拉構材；抗拉構材,https://terms.naer.edu.tw/
24960,tension pile,抗拔樁,https://terms.naer.edu.tw/
24961,tension reinforcement,受拉[鋼]筋,https://terms.naer.edu.tw/
24962,tension sleeve,張力套管；拉力套筒,https://terms.naer.edu.tw/
24963,tension stiffening,張力加勁,https://terms.naer.edu.tw/
24964,tension test diagram,張力試驗圖；拉力試驗圖；拉伸試驗圖,https://terms.naer.edu.tw/
24965,tension-controlled section,拉力控制斷面,https://terms.naer.edu.tw/
24966,tensioning bar,拉桿,https://terms.naer.edu.tw/
24967,tensioning procedure,施拉程序,https://terms.naer.edu.tw/
24968,tensor analysis,張量分析,https://terms.naer.edu.tw/
24969,tensor field,張量場；張量域,https://terms.naer.edu.tw/
24970,tensor operator,張量運算子,https://terms.naer.edu.tw/
24971,tentative assembly,臨時組合,https://terms.naer.edu.tw/
24972,tenure,保有權；保有期,https://terms.naer.edu.tw/
24973,teratogenicity,致畸性,https://terms.naer.edu.tw/
24974,terminal,終站,https://terms.naer.edu.tw/
24975,terminal airspace,終站空域,https://terms.naer.edu.tw/
24976,terminal apron,車站前廣場{鐵路}；航站旁機坪{航空},https://terms.naer.edu.tw/
24977,terminal area,站區,https://terms.naer.edu.tw/
24978,terminal area surveillance radar,終端地區搜索雷達,https://terms.naer.edu.tw/
24979,terminal bus service,終站巴士接送服務,https://terms.naer.edu.tw/
24980,terminal control area,終站管制區域,https://terms.naer.edu.tw/
24981,terminal facility,終站設施,https://terms.naer.edu.tw/
24982,terminal fall velocity,終端沉降速度,https://terms.naer.edu.tw/
24983,terminal feature,終站特徵,https://terms.naer.edu.tw/
24984,terminal heating and cooling unit,冷暖氣輸出單元,https://terms.naer.edu.tw/
24985,terminal joint,終端接縫,https://terms.naer.edu.tw/
24986,terminal moraine,端[冰]磧；終[冰]磧,https://terms.naer.edu.tw/
24987,terminal object,終點特徵,https://terms.naer.edu.tw/
24988,terminal settling velocity,終端沉降速度,https://terms.naer.edu.tw/
24989,terminal station,終端站；終點站,https://terms.naer.edu.tw/
24990,termination,終止{契約},https://terms.naer.edu.tw/
24991,termination reaction,終止反應,https://terms.naer.edu.tw/
24992,terminology definition and abbreviation,術語定義與縮寫,https://terms.naer.edu.tw/
24993,terminus,終點站,https://terms.naer.edu.tw/
24994,terms clarification,條款澄清,https://terms.naer.edu.tw/
24995,terms modification,條款修訂,https://terms.naer.edu.tw/
24996,ternary mixture,三膠結料拌成物,https://terms.naer.edu.tw/
24997,terpenes,萜烯,https://terms.naer.edu.tw/
24998,terrace,露台,https://terms.naer.edu.tw/
24999,terrace house,連棟式住宅,https://terms.naer.edu.tw/
25000,terracing with sod,台階式植苗,https://terms.naer.edu.tw/
25001,terrain,地形,https://terms.naer.edu.tw/
25002,terrazzo,磨石子；水磨石,https://terms.naer.edu.tw/
25003,terrazzo concrete,磨石子混凝土,https://terms.naer.edu.tw/
25004,terrazzo restoration,磨石子修護,https://terms.naer.edu.tw/
25005,terrazzo tile,磨石子地磚,https://terms.naer.edu.tw/
25006,terrazzo-mix,磨石子,https://terms.naer.edu.tw/
25007,terrestrial LiDAR,地面光達 ,https://terms.naer.edu.tw/
25008,terrestrial magnetism,地磁,https://terms.naer.edu.tw/
25009,terrestrial photograph,地面攝影像片,https://terms.naer.edu.tw/
25010,terrestrial pole ,地極 ,https://terms.naer.edu.tw/
25011,terrestrial reference frame,地球參考框架,https://terms.naer.edu.tw/
25012,terrestrial space,近地空間,https://terms.naer.edu.tw/
25013,terrestrial trunked radio (TETRA),數位多頻道中繼無線電系統,https://terms.naer.edu.tw/
25014,territorial sea,領海,https://terms.naer.edu.tw/
25015,territorial theory,領域理論 ；屬地理論,https://terms.naer.edu.tw/
25016,tertiary alcohol,三級醇,https://terms.naer.edu.tw/
25017,tertiary amine,三級胺,https://terms.naer.edu.tw/
25018,tertiary crusher,細軋碎石機,https://terms.naer.edu.tw/
25019,tertiary industry,三級產業,https://terms.naer.edu.tw/
25020,tertiary treatment,三級處理,https://terms.naer.edu.tw/
25021,tertiary wastewater treatment,三級廢污水處理,https://terms.naer.edu.tw/
25022,tessellation,平面鑲嵌；密鋪,https://terms.naer.edu.tw/
25023,tessera,鑲嵌細石,https://terms.naer.edu.tw/
25024,tesserae,馬賽克鑲嵌磁磚,https://terms.naer.edu.tw/
25025,tesseral constituent,等軸分潮,https://terms.naer.edu.tw/
25026,test,試驗,https://terms.naer.edu.tw/
25027,test cube,立方試塊,https://terms.naer.edu.tw/
25028,test for flexural strength of concrete,混凝土抗彎強度試驗；混凝土抗撓強度試驗,https://terms.naer.edu.tw/
25029,test license plate,試車牌照,https://terms.naer.edu.tw/
25030,test load,試驗載重,https://terms.naer.edu.tw/
25031,test model,試驗模型,https://terms.naer.edu.tw/
25032,test piece,試片；試驗材,https://terms.naer.edu.tw/
25033,test pit,試井；試坑,https://terms.naer.edu.tw/
25034,test pitting,試坑法,https://terms.naer.edu.tw/
25035,test track,試車線,https://terms.naer.edu.tw/
25036,test tube,試管,https://terms.naer.edu.tw/
25037,tested capacity,試驗容量,https://terms.naer.edu.tw/
25038,testing ,測試；試驗,https://terms.naer.edu.tw/
25039,testing machine,試驗機,https://terms.naer.edu.tw/
25040,tetracalcium aluminoferrite,鐵鋁酸四鈣,https://terms.naer.edu.tw/
25041,tetrachlorophenol,四氯苯酚,https://terms.naer.edu.tw/
25042,tetraethyl lead,四乙基鉛,https://terms.naer.edu.tw/
25043,tetrahedronal element,四面體元素,https://terms.naer.edu.tw/
25044,tetramethrin,治滅寧；胺菊酯；似蟲菊,https://terms.naer.edu.tw/
25045,tetrapod,菱形塊,https://terms.naer.edu.tw/
25046,tetrapropylenebenzene sulfonate (TBS),四丙烯本磺酸鹽,https://terms.naer.edu.tw/
25047,text,文本,https://terms.naer.edu.tw/
25048,texture,紋理,https://terms.naer.edu.tw/
25049,texture mapping,紋理敷貼,https://terms.naer.edu.tw/
25050,textured ceiling,壓花天花板,https://terms.naer.edu.tw/
25051,textured covered gypsum board,紋理飾面石膏板,https://terms.naer.edu.tw/
25052,textured glass fiber acoustical ceiling,玻纖壓紋吸音天花板,https://terms.naer.edu.tw/
25053,texturing,掃紋；造紋,https://terms.naer.edu.tw/
25054,thalweg,深泓線；河谷線,https://terms.naer.edu.tw/
25055,thawing index,融冰指數,https://terms.naer.edu.tw/
25056,The American Institute of Planners (AIP),美國規劃師協會,https://terms.naer.edu.tw/
25057,the bionics form of living nature,生命體的仿生形式,https://terms.naer.edu.tw/
25058,the Earth Day,地球日,https://terms.naer.edu.tw/
25059,the form of living nature,生命體的形式,https://terms.naer.edu.tw/
25060,"the natural, morphological and physiological inequality of individuals",個體的本質、型態、生理的不等同性,https://terms.naer.edu.tw/
25061,The United Nations Framework Convention on Climate Change (UNFCCC),聯合國氣候變化綱要公約,https://terms.naer.edu.tw/
25062,theater,劇場,https://terms.naer.edu.tw/
25063,theatrical curtain,舞台布幕,https://terms.naer.edu.tw/
25064,thematic data,主題資料,https://terms.naer.edu.tw/
25065,theodolite,經緯儀,https://terms.naer.edu.tw/
25066,theorem,定理,https://terms.naer.edu.tw/
25067,theorem of least work,最小功定理,https://terms.naer.edu.tw/
25068,theorem of reciprocal deflection,交互撓度定理,https://terms.naer.edu.tw/
25069,theoretical air,理論空氣量,https://terms.naer.edu.tw/
25070,theoretical oxygen demand (THOD),理論需氧量,https://terms.naer.edu.tw/
25071,theoretical point of frog,理論岔心點,https://terms.naer.edu.tw/
25072,theory,理論,https://terms.naer.edu.tw/
25073,theory of error,誤差理論,https://terms.naer.edu.tw/
25074,theory of land rent,地租理論,https://terms.naer.edu.tw/
25075,theory of plasticity,塑性理論,https://terms.naer.edu.tw/
25076,theory of plate,板理論,https://terms.naer.edu.tw/
25077,theory of structure,結構理論,https://terms.naer.edu.tw/
25078,theory of surface,表面理論,https://terms.naer.edu.tw/
25079,theory of thin shell,薄殼理論,https://terms.naer.edu.tw/
25080,theory of turbulent flow,紊流理論,https://terms.naer.edu.tw/
25081,theory of vorticity,渦度理論；渦流理論,https://terms.naer.edu.tw/
25082,theosophy,神智學,https://terms.naer.edu.tw/
25083,thermae,公共浴場,https://terms.naer.edu.tw/
25084,thermal analysis,熱分析,https://terms.naer.edu.tw/
25085,thermal comfort,熱舒適性,https://terms.naer.edu.tw/
25086,thermal conductance,熱傳導,https://terms.naer.edu.tw/
25087,thermal conductivity,熱傳導係數；導熱率；導熱性,https://terms.naer.edu.tw/
25088,thermal contraction,溫度收縮,https://terms.naer.edu.tw/
25089,thermal degradation,熱降解,https://terms.naer.edu.tw/
25090,thermal diffusion,熱擴散,https://terms.naer.edu.tw/
25091,thermal diffusivity,熱擴散率；熱擴散,https://terms.naer.edu.tw/
25092,thermal discharge,熱排放,https://terms.naer.edu.tw/
25093,thermal discomfort,熱不適,https://terms.naer.edu.tw/
25094,thermal dye-sublimation printer,熱昇華印表機,https://terms.naer.edu.tw/
25095,thermal effect of planted area,植被區域熱效應,https://terms.naer.edu.tw/
25096,thermal efficiency,熱效率,https://terms.naer.edu.tw/
25097,thermal expansion,熱膨脹,https://terms.naer.edu.tw/
25098,thermal expansion coefficient,熱膨脹係數,https://terms.naer.edu.tw/
25099,thermal fatigue,熱疲勞,https://terms.naer.edu.tw/
25100,thermal flux,熱通量,https://terms.naer.edu.tw/
25101,thermal force,熱力,https://terms.naer.edu.tw/
25102,thermal inertia,熱慣性,https://terms.naer.edu.tw/
25103,thermal insulating material,隔熱材料,https://terms.naer.edu.tw/
25104,thermal insulation,隔熱,https://terms.naer.edu.tw/
25105,thermal isolation,熱絕緣；熱隔離,https://terms.naer.edu.tw/
25106,thermal mass,熱質量體,https://terms.naer.edu.tw/
25107,thermal metamorphism,熱變質作用,https://terms.naer.edu.tw/
25108,thermal movement,熱位移；溫差尺度變化,https://terms.naer.edu.tw/
25109,thermal NOx,熱式氮氧化物,https://terms.naer.edu.tw/
25110,thermal pollution,熱污染,https://terms.naer.edu.tw/
25111,thermal power plant,火力發電廠,https://terms.naer.edu.tw/
25112,thermal power station,火力發電廠,https://terms.naer.edu.tw/
25113,thermal process,熱製程,https://terms.naer.edu.tw/
25114,thermal processing,熱處理；食品高溫滅菌{環工},https://terms.naer.edu.tw/
25115,thermal radiation,熱輻射,https://terms.naer.edu.tw/
25116,thermal resistance,阻熱能力；熱阻,https://terms.naer.edu.tw/
25117,thermal sensation,熱感覺,https://terms.naer.edu.tw/
25118,thermal shock,熱震；熱衝擊；溫度衝擊,https://terms.naer.edu.tw/
25119,thermal storage wall,儲熱牆,https://terms.naer.edu.tw/
25120,thermal stratification,熱分層,https://terms.naer.edu.tw/
25121,thermal stress,溫差應力；熱應力,https://terms.naer.edu.tw/
25122,thermal transfer printer,熱轉式印表機,https://terms.naer.edu.tw/
25123,thermal transmittance,傳熱係數,https://terms.naer.edu.tw/
25124,thermal volume change,溫差體積變化,https://terms.naer.edu.tw/
25125,thermally conductive wall,熱傳導牆,https://terms.naer.edu.tw/
25126,thermite welding,熱劑銲接,https://terms.naer.edu.tw/
25127,thermo-mineral spring,熱礦泉,https://terms.naer.edu.tw/
25128,thermo-plasting resin,熱塑性樹脂,https://terms.naer.edu.tw/
25129,thermo-setting resin,熱固性樹脂,https://terms.naer.edu.tw/
25130,thermochemistry,熱化學,https://terms.naer.edu.tw/
25131,thermocline,斜溫層,https://terms.naer.edu.tw/
25132,thermocouple,熱電偶,https://terms.naer.edu.tw/
25133,thermocouple psychrometer,熱電偶濕度計,https://terms.naer.edu.tw/
25134,thermograph,自記溫度計,https://terms.naer.edu.tw/
25135,thermolysis,熱解作用,https://terms.naer.edu.tw/
25136,thermometer,溫度計,https://terms.naer.edu.tw/
25137,thermometric titration,溫度滴定,https://terms.naer.edu.tw/
25138,thermomineral spring,熱礦泉,https://terms.naer.edu.tw/
25139,thermonuclear energy,熱核能,https://terms.naer.edu.tw/
25140,thermophile,嗜熱生物,https://terms.naer.edu.tw/
25141,thermophilic bateria,嗜熱性細菌,https://terms.naer.edu.tw/
25142,thermoplastic,熱塑性[塑膠],https://terms.naer.edu.tw/
25143,thermoplastic resin,熱塑性樹脂,https://terms.naer.edu.tw/
25144,thermoplastic sheet forming,熱塑性薄板成型,https://terms.naer.edu.tw/
25145,thermoplastic technique,熱塑固化技術,https://terms.naer.edu.tw/
25146,thermoplastic tile,熱塑性膠板,https://terms.naer.edu.tw/
25147,thermoplastic-based process,熱塑固化法,https://terms.naer.edu.tw/
25148,thermosetting,熱硬性,https://terms.naer.edu.tw/
25149,thermosetting acrylic resin,熱固性丙烯酸樹脂；熱固性壓克力樹脂,https://terms.naer.edu.tw/
25150,thermosetting resin,熱固性樹脂,https://terms.naer.edu.tw/
25151,thermosyphonic convection,熱虹吸對流,https://terms.naer.edu.tw/
25152,thermosyphonic flow,熱虹吸流動,https://terms.naer.edu.tw/
25153,thermosyphonic ventilation,熱虹吸通風,https://terms.naer.edu.tw/
25154,thiamine,硫胺,https://terms.naer.edu.tw/
25155,thiazole,噻唑,https://terms.naer.edu.tw/
25156,thick shell,厚殼,https://terms.naer.edu.tw/
25157,thickener,增稠劑,https://terms.naer.edu.tw/
25158,thickening,濃縮,https://terms.naer.edu.tw/
25159,thickness gauge,測厚規；測隙規,https://terms.naer.edu.tw/
25160,thimble,樣品套管,https://terms.naer.edu.tw/
25161,thin film oven test,薄膜烘箱試驗,https://terms.naer.edu.tw/
25162,thin layer chromatography,薄層色層分析,https://terms.naer.edu.tw/
25163,thin section,薄切片；薄斷面,https://terms.naer.edu.tw/
25164,thin shear web,抗剪薄腹板,https://terms.naer.edu.tw/
25165,thin shell,薄殼,https://terms.naer.edu.tw/
25166,thin-shell precast,預鑄薄殼,https://terms.naer.edu.tw/
25167,thinwalled sampler,薄管採樣器,https://terms.naer.edu.tw/
25168,thiocyanic acid,硫氰酸,https://terms.naer.edu.tw/
25169,thioether,硫醚,https://terms.naer.edu.tw/
25170,third angle projection,第三角法投影[法],https://terms.naer.edu.tw/
25171,third order plotting instrument,三等測圖儀；三等製圖儀,https://terms.naer.edu.tw/
25172,third order triangulation,三等三角測量,https://terms.naer.edu.tw/
25173,third order triangulation station,三等三角點,https://terms.naer.edu.tw/
25174,third rail,第三軌,https://terms.naer.edu.tw/
25175,third-angle system,第三角法,https://terms.naer.edu.tw/
25176,thirtieth highest annual hourly volume,第30最高年小時交通量,https://terms.naer.edu.tw/
25177,thixotropic,觸變性,https://terms.naer.edu.tw/
25178,thixotropic index,觸變指數；滯變指數,https://terms.naer.edu.tw/
25179,thixotropic paint,觸變性油漆,https://terms.naer.edu.tw/
25180,thixotropy,觸變性｛液體剪應力改變而使黏度變化｝；滯變性,https://terms.naer.edu.tw/
25181,Thomas formula,湯姆斯公式,https://terms.naer.edu.tw/
25182,thread,螺紋；經紗,https://terms.naer.edu.tw/
25183,thread count,螺紋數；經紗數,https://terms.naer.edu.tw/
25184,thread test,線條試驗,https://terms.naer.edu.tw/
25185,threaded anchorage,螺紋錨,https://terms.naer.edu.tw/
25186,threatened species,頻危物種,https://terms.naer.edu.tw/
25187,three dB rule,三分貝規則,https://terms.naer.edu.tw/
25188,three leg sling,三肢吊索,https://terms.naer.edu.tw/
25189,Three Mile Island accident,三哩島事故,https://terms.naer.edu.tw/
25190,three moment equation,三力矩公式,https://terms.naer.edu.tw/
25191,three tripod system of observation,三個三腳架觀測法；三三腳法{隧道測量},https://terms.naer.edu.tw/
25192,three-aspect signal,三位式號誌,https://terms.naer.edu.tw/
25193,three-axle roller,三輪軸滾壓機,https://terms.naer.edu.tw/
25194,three-chord bridge,三弦桁架橋,https://terms.naer.edu.tw/
25195,three-component system resin,三液型樹脂；三成份複合樹脂,https://terms.naer.edu.tw/
25196,three-dimensional force system,三維力系統,https://terms.naer.edu.tw/
25197,three-dimensional two-point resection,三維雙點後方交會法,https://terms.naer.edu.tw/
25198,three-force member,三力構材,https://terms.naer.edu.tw/
25199,three-hinge arch,三鉸拱,https://terms.naer.edu.tw/
25200,three-lane road,三車道道路,https://terms.naer.edu.tw/
25201,three-leg interchange,三路交流道,https://terms.naer.edu.tw/
25202,three-level section,三點斷面,https://terms.naer.edu.tw/
25203,three-moment equation,三力矩方程式,https://terms.naer.edu.tw/
25204,three-phase signal,三時相號誌,https://terms.naer.edu.tw/
25205,three-point estimate,三點估計法,https://terms.naer.edu.tw/
25206,three-point resection,三點後方交會法,https://terms.naer.edu.tw/
25207,three-throw switch,三向道岔,https://terms.naer.edu.tw/
25208,three-way intersection,三路交叉,https://terms.naer.edu.tw/
25209,three-wheel roller,三輪滾壓機,https://terms.naer.edu.tw/
25210,three-wire leveling,三絲水準[儀]測量；三線水準[儀]測量,https://terms.naer.edu.tw/
25211,threedimensional consolidation,三維壓密,https://terms.naer.edu.tw/
25212,threeway dump truck,三向傾卸車,https://terms.naer.edu.tw/
25213,threshold,門檻,https://terms.naer.edu.tw/
25214,threshold level,閾位準,https://terms.naer.edu.tw/
25215,threshold light,跑道末端燈,https://terms.naer.edu.tw/
25216,threshold limited value (TLV)                       ,閾限值；恕限值,https://terms.naer.edu.tw/
25217,threshold marker,跑道端標記,https://terms.naer.edu.tw/
25218,threshold odor number ,初嗅值,https://terms.naer.edu.tw/
25219,threshold shift,恕限值偏移,https://terms.naer.edu.tw/
25220,throat,管喉；[銲]喉,https://terms.naer.edu.tw/
25221,throat depth,喉深,https://terms.naer.edu.tw/
25222,throat velocity,管喉流速,https://terms.naer.edu.tw/
25223,throating,噴水[槽],https://terms.naer.edu.tw/
25224,throttle,節流[閥]；油門；風門,https://terms.naer.edu.tw/
25225,through band,續進帶,https://terms.naer.edu.tw/
25226,through bridge,穿式橋,https://terms.naer.edu.tw/
25227,through bus,直達車,https://terms.naer.edu.tw/
25228,through cut,路塹,https://terms.naer.edu.tw/
25229,through highway,直通公路,https://terms.naer.edu.tw/
25230,through operation,直通運轉,https://terms.naer.edu.tw/
25231,through road,直達公路,https://terms.naer.edu.tw/
25232,through terminal,貫通式終點站,https://terms.naer.edu.tw/
25233,through track,通過線,https://terms.naer.edu.tw/
25234,through traffic,直達交通,https://terms.naer.edu.tw/
25235,through transportation,聯運,https://terms.naer.edu.tw/
25236,through transpotation,聯運,https://terms.naer.edu.tw/
25237,through type station,通過式車站,https://terms.naer.edu.tw/
25238,through-penetration firestop,防火阻絕,https://terms.naer.edu.tw/
25239,throw rod,動作桿,https://terms.naer.edu.tw/
25240,throwing of switch under cars,車底轉轍,https://terms.naer.edu.tw/
25241,throwing of switch under train,轉轍器中途轉換,https://terms.naer.edu.tw/
25242,thrust,推力,https://terms.naer.edu.tw/
25243,thrust bearing,推力軸承,https://terms.naer.edu.tw/
25244,thrust block,反力座；承塊,https://terms.naer.edu.tw/
25245,thrust borer,衝擊鑽具,https://terms.naer.edu.tw/
25246,thrust bridge,推合橋,https://terms.naer.edu.tw/
25247,thrust fault,逆[衝]斷層,https://terms.naer.edu.tw/
25248,thrust force,推力,https://terms.naer.edu.tw/
25249,thrust line,推力線,https://terms.naer.edu.tw/
25250,thrust misalignment,推力偏位；推力偏差,https://terms.naer.edu.tw/
25251,thrust surface,推力面,https://terms.naer.edu.tw/
25252,thymine,胸腺嘧啶,https://terms.naer.edu.tw/
25253,ticket counter,售票櫃台,https://terms.naer.edu.tw/
25254,ticket office,售票區,https://terms.naer.edu.tw/
25255,ticket reader,讀票機,https://terms.naer.edu.tw/
25256,tidal ball,報潮球,https://terms.naer.edu.tw/
25257,tidal basin,潮[汐]港池；潮港渠；潮塢,https://terms.naer.edu.tw/
25258,tidal blow,噴潮,https://terms.naer.edu.tw/
25259,tidal bore,湧潮；怒潮,https://terms.naer.edu.tw/
25260,tidal coefficient,潮汐係數,https://terms.naer.edu.tw/
25261,tidal constant,潮汐常數,https://terms.naer.edu.tw/
25262,tidal datum,潮位基準,https://terms.naer.edu.tw/
25263,tidal dispersion coefficient,感潮延散係數,https://terms.naer.edu.tw/
25264,tidal dock,感潮碼頭,https://terms.naer.edu.tw/
25265,tidal efficiency,潮汐效率,https://terms.naer.edu.tw/
25266,tidal estuary,感潮河口,https://terms.naer.edu.tw/
25267,tidal flood current,漲潮流,https://terms.naer.edu.tw/
25268,tidal flood interval,漲潮時差,https://terms.naer.edu.tw/
25269,tidal flood strength,漲潮強度,https://terms.naer.edu.tw/
25270,tidal flush,潮流沖刷,https://terms.naer.edu.tw/
25271,tidal lag,高低潮時差,https://terms.naer.edu.tw/
25272,tidal land,潮間地；海埔地,https://terms.naer.edu.tw/
25273,tidal lock,防潮閘,https://terms.naer.edu.tw/
25274,tidal marsh,潮沼；鹽沼,https://terms.naer.edu.tw/
25275,tidal meter,驗潮儀,https://terms.naer.edu.tw/
25276,tidal observation,潮位觀測,https://terms.naer.edu.tw/
25277,tidal portion,感潮段,https://terms.naer.edu.tw/
25278,tidal power,潮汐發電；潮[汐]力,https://terms.naer.edu.tw/
25279,tidal power plant,潮力發電廠；潮汐發電場,https://terms.naer.edu.tw/
25280,tidal power station,潮力發電站,https://terms.naer.edu.tw/
25281,tidal prism,潮稜[體]；潮水量,https://terms.naer.edu.tw/
25282,tidal quay,潮區碼頭,https://terms.naer.edu.tw/
25283,tidal residual,潮汐殘餘,https://terms.naer.edu.tw/
25284,tidal river,感潮河川,https://terms.naer.edu.tw/
25285,tidal section,感潮河段；感潮帶,https://terms.naer.edu.tw/
25286,tidal signal,潮位信號,https://terms.naer.edu.tw/
25287,tidal volume,潮容積；潮氣量{生理},https://terms.naer.edu.tw/
25288,tidal water-level,潮水位,https://terms.naer.edu.tw/
25289,tidal watercourse,感潮水體,https://terms.naer.edu.tw/
25290,tide chamber,檢潮室,https://terms.naer.edu.tw/
25291,tide concentrating force,潮汐集中力,https://terms.naer.edu.tw/
25292,tide embankment,防潮堤,https://terms.naer.edu.tw/
25293,tide gate,防潮閘門；防潮門,https://terms.naer.edu.tw/
25294,tide gauge,檢潮器；潮位計,https://terms.naer.edu.tw/
25295,tide generating force,起潮力,https://terms.naer.edu.tw/
25296,tide land,低潮地,https://terms.naer.edu.tw/
25297,tide level,潮位,https://terms.naer.edu.tw/
25298,tide producing force,起潮力,https://terms.naer.edu.tw/
25299,tide weir,防潮堰,https://terms.naer.edu.tw/
25300,tide-gage station,潮位站,https://terms.naer.edu.tw/
25301,tideless river,非感潮河川,https://terms.naer.edu.tw/
25302,tidewater protection forest,潮水保護林,https://terms.naer.edu.tw/
25303,tie,箍筋{柱採用}；拉桿{壓拉桿採用}；軌枕,https://terms.naer.edu.tw/
25304,tie bar,繫筋,https://terms.naer.edu.tw/
25305,tie plate,軌枕墊板；繫板,https://terms.naer.edu.tw/
25306,tie plug,道釘孔塞,https://terms.naer.edu.tw/
25307,tie rod,繫桿；拉桿；軌距拉桿,https://terms.naer.edu.tw/
25308,tie-back,背拉,https://terms.naer.edu.tw/
25309,tie-pad,軌枕墊片,https://terms.naer.edu.tw/
25310,tie-strut,拉壓構材,https://terms.naer.edu.tw/
25311,tieback,後拉桿,https://terms.naer.edu.tw/
25312,tied arch,繫拱,https://terms.naer.edu.tw/
25313,tied column,橫箍柱,https://terms.naer.edu.tw/
25314,tiers,升層,https://terms.naer.edu.tw/
25315,tight cooperage,緊桶[階段],https://terms.naer.edu.tw/
25316,tight lock coupler,緊密連結器,https://terms.naer.edu.tw/
25317,tight manhole cover,閉式人孔蓋；閉式窨井蓋,https://terms.naer.edu.tw/
25318,tile,瓷磚；瓦,https://terms.naer.edu.tw/
25319,tile filter bottom,濾池底瓦管,https://terms.naer.edu.tw/
25320,tile paving,鋪貼面磚,https://terms.naer.edu.tw/
25321,tile restoration,面磚修護,https://terms.naer.edu.tw/
25322,tile setting material,貼面磚材料,https://terms.naer.edu.tw/
25323,tile work,鋪磚工作；鋪磚工程,https://terms.naer.edu.tw/
25324,tilt dozer,斜鏟推土機,https://terms.naer.edu.tw/
25325,tilt-up,預鑄扶立,https://terms.naer.edu.tw/
25326,tilt-up concrete element,吊立式混凝土構件,https://terms.naer.edu.tw/
25327,tilt-up construction,豎立式施工,https://terms.naer.edu.tw/
25328,tilt-up panel,豎立式面板,https://terms.naer.edu.tw/
25329,tilt-up wall,[預鑄]扶立牆；[預鑄]扶立壁,https://terms.naer.edu.tw/
25330,tilting bearing,傾斜支承,https://terms.naer.edu.tw/
25331,tilting concrete mixer,可傾式混凝土拌和機,https://terms.naer.edu.tw/
25332,tilting level,微傾水準儀,https://terms.naer.edu.tw/
25333,tilting mixer,可傾式拌和機,https://terms.naer.edu.tw/
25334,tilting of rail,軌底側傾,https://terms.naer.edu.tw/
25335,tilting tester,傾斜試驗器,https://terms.naer.edu.tw/
25336,tilting train,傾斜式列車,https://terms.naer.edu.tw/
25337,tiltmeter,傾斜儀,https://terms.naer.edu.tw/
25338,timber basin,貯木池,https://terms.naer.edu.tw/
25339,timber bridge,木橋,https://terms.naer.edu.tw/
25340,timber connector,木材連接件,https://terms.naer.edu.tw/
25341,timber harbor,木材港,https://terms.naer.edu.tw/
